,point.objects.object0.color[0],point.objects.object0.color[1],point.objects.object0.color[2],point.objects.object1.color[0],point.objects.object1.color[1],point.objects.object1.color[2],point.objects.object1.heading,point.objects.object1.position[0],point.objects.object1.position[1],point.objects.object1.velocity[0],point.objects.object1.velocity[1],point.objects.object2.color[0],point.objects.object2.color[1],point.objects.object2.color[2],point.objects.object2.heading,point.objects.object2.position[0],point.objects.object2.position[1],point.objects.object2.velocity[0],point.objects.object2.velocity[1],point.objects.object3.color[0],point.objects.object3.color[1],point.objects.object3.color[2],point.objects.object3.heading,point.objects.object3.position[0],point.objects.object3.position[1],point.objects.object3.velocity[0],point.objects.object3.velocity[1],point.params.amplitude_acc,point.params.attack_time,point.params.frequency,point.params.inter_vehicle_distance,point.params.weather,rho,rho_0,rho_1
0,0.5585292517861116,0.5110929614522699,0.5110929614522699,0.9728747168151246,0.960084335264872,0.960084335264872,-1.5703924403491738,-109.70523086799018,-48.87,0.0,0.0,0.6595742604013762,0.6002450202566553,0.5946301165339406,-1.5703924403491738,-119.41046173598036,-48.87,0.0,0.0,0.786591238843471,0.786591238843471,0.786591238843471,-1.5703924403491738,-129.11569260397056,-48.87,0.0,0.0,0.93774360529654,2.289371689276046,5.24327700543458,9.705230867990181,0,-0.253631591758551,-1.7334367908282537,0.30037689462801165
1,0.0891068827212526,0.0891068827212526,0.0891068827212526,0.6387967886581726,0.8355091223208958,0.6057192179421637,-1.5703924403491738,-108.30556188196856,-48.87,0.0,0.0,0.8216828578776693,0.8059676084134072,0.7712519872322995,-1.5703924403491738,-116.61112376393712,-48.87,0.0,0.0,1.0,1.0,1.0,-1.5703924403491738,-124.91668564590567,-48.87,0.0,0.0,0.7503219316519654,5.236086353475993,4.964054447234755,8.30556188196856,8,-0.2400283628519393,-0.6129837484591318,0.8085899665731473
2,0.6510496089088031,0.6510496089088031,0.6510496089088031,0.30600647343785725,0.30600647343785725,0.30600647343785725,-1.5703924403491738,-107.93089818275523,-48.87,0.0,0.0,0.6036618564358441,0.5798503379840225,0.3554747831793008,-1.5703924403491738,-115.86179636551046,-48.87,0.0,0.0,0.7026267511762002,0.7026267511762002,0.7026267511762002,-1.5703924403491738,-123.79269454826569,-48.87,0.0,0.0,0.6455395947928423,2.708632495926482,9.66411056819324,7.9308981827552225,9,-0.2404012963871507,-0.7532961971448966,0.1799469048134963
3,0.8563858835688857,0.8280624669507898,0.8280624669507898,0.6863116194169997,0.6964546471967498,0.5974648286087757,-1.5703924403491738,-107.45157061879185,-48.87,0.0,0.0,0.8576663642852018,0.7430341453658791,0.6338953775297145,-1.5703924403491738,-114.9031412375837,-48.87,0.0,0.0,0.0784093983547891,0.0784093983547891,0.0784093983547891,-1.5703924403491738,-122.35471185637554,-48.87,0.0,0.0,0.6548444514106895,2.9685707349797825,9.870833244310528,7.4515706187918545,0,-0.24121093731499688,-0.1173670137350884,-0.2355879790458255
4,0.26903537049820575,0.2541220812196335,0.2504434927141826,0.1266170070033263,0.217565072345685,0.2529343031407744,-1.5703924403491738,-108.51578504931194,-48.87,0.0,0.0,0.8117754899657261,0.8117754899657261,0.8117754899657261,-1.5703924403491738,-117.03157009862389,-48.87,0.0,0.0,0.7418152622740704,0.7418152622740704,0.7418152622740704,-1.5703924403491738,-125.54735514793583,-48.87,0.0,0.0,0.6687300469606186,3.3730536939698723,9.92821339762145,8.515785049311937,5,-0.23648044473292895,-1.504554819007713,0.842025795854676
5,0.9779345128881541,0.9766976831564811,0.9765030656645693,0.3883641817548612,0.5551673841442686,0.560403982715366,-1.5703924403491738,-109.36967124315257,-48.87,0.0,0.0,1.0,1.0,1.0,-1.5703924403491738,-118.73934248630513,-48.87,0.0,0.0,0.9132530329096519,0.8841874262066659,0.8841874262066659,-1.5703924403491738,-128.1090137294577,-48.87,0.0,0.0,0.7187259531730283,3.1792134591504215,8.828992190515192,9.369671243152562,6,-0.23250473426325158,-1.8779984104710854,0.9261856080587156
6,0.3475127155817228,0.3475127155817228,0.3475127155817228,0.9605005061709948,0.9655099172954813,0.9557927697426674,-1.5703924403491738,-108.21631705270083,-48.87,0.0,0.0,0.570468096532299,0.48454266046869404,0.4778079267348554,-1.5703924403491738,-116.43263410540166,-48.87,0.0,0.0,0.9184901825292163,0.8968348314640254,0.8211528372621489,-1.5703924403491738,-124.64895115810249,-48.87,0.0,0.0,0.7609903717920847,3.021055985190114,8.327002821980098,8.21631705270083,2,-0.1298942506620948,-0.7066230931018813,0.5011100943961369
7,0.5542973759712878,0.5542973759712878,0.5542973759712878,0.5420351194484667,0.5303349372468612,0.4938516720620816,-1.5703924403491738,-108.82082348945819,-48.87,0.0,0.0,0.8498174832655486,0.8498174832655486,0.8498174832655486,-1.5703924403491738,-117.64164697891638,-48.87,0.0,0.0,0.7302109756054008,0.6977577555636338,0.5918651519124017,-1.5703924403491738,-126.46247046837458,-48.87,0.0,0.0,0.7047735484866483,3.436502341078678,9.809409189557378,8.820823489458192,5,-0.23689259533711837,-1.285621739078712,0.7532540289618934
8,1.0,1.0,1.0,0.7772115291641721,0.4350367548374413,0.42203035699805613,-1.5703924403491738,-108.43160587618924,-48.87,0.0,0.0,0.9134049995303165,0.904863121313056,0.9013238047132283,-1.5703924403491738,-116.86321175237848,-48.87,0.0,0.0,0.4681011769680813,0.4081449585857019,0.698990812200076,-1.5703924403491738,-125.29481762856771,-48.87,0.0,0.0,0.731835834700074,3.9883721335222155,8.02586805548952,8.431605876189233,8,-0.23948287960046155,-0.7957306068505092,0.5239982621115606
9,0.5682272733551029,0.13393843166289277,0.13393843166289277,0.8371260536496603,0.8397682632286372,0.8287140530291288,-1.5703924403491738,-109.17653612329761,-48.87,0.0,0.0,0.9795260854729012,0.978737716043692,0.978737716043692,-1.5703924403491738,-118.35307224659522,-48.87,0.0,0.0,0.7097734892715607,0.6039920532665196,0.5836740127368562,-1.5703924403491738,-127.52960836989283,-48.87,0.0,0.0,0.7428899313743591,3.8421775149606265,9.726336786284113,9.176536123297605,13,-0.22278211044443808,-1.471759796233643,0.5936737334029054
